user_id,anime_id,rating,watching_status,watched_episodes
2,34134,9,2,12
2,6893,0,2,2
2,11499,7,2,12
2,29786,8,2,12
2,16498,9,2,25
2,28171,9,2,24
2,32282,0,2,13
2,9253,9,2,24
2,3455,8,2,26
2,22319,8,2,12
2,10851,4,4,2
2,40658,0,6,0
2,29809,0,6,0
2,25397,0,6,0
2,2852,0,6,0
2,1635,0,6,0
2,1636,0,6,0
2,40337,0,6,0
2,39085,0,6,0
2,857,0,6,0
2,9721,0,6,0
2,36625,0,6,0
2,6987,0,6,0
2,8577,0,6,0
2,9849,0,6,0
2,4010,0,6,0
2,16642,0,6,0
2,41261,0,6,0
2,30614,0,6,0
2,4600,0,6,0
2,31101,0,6,0
2,4358,0,6,0
2,39068,0,6,0
2,10697,0,6,0
2,2251,0,6,0
2,32667,0,6,0
2,5081,0,6,0
2,34443,0,6,0
2,36225,0,6,0
2,24641,0,6,0
2,2871,0,6,0
2,972,0,6,0
2,2873,0,6,0
2,5347,0,6,0
2,1401,0,6,0
2,13223,0,6,0
2,889,0,6,0
2,10694,0,6,0
2,2413,0,6,0
2,36456,0,6,0
2,38408,0,6,0
2,36896,0,6,0
2,39565,0,6,0
2,42603,0,6,0
2,40472,0,6,0
2,38252,0,6,0
2,25667,0,6,0
2,5464,0,6,0
2,12293,0,6,0
2,37089,0,6,0
2,6558,0,6,0
2,17543,0,6,0
2,2352,0,6,0
2,37699,0,6,0
2,2025,0,6,0
2,14353,0,6,0
2,34497,0,6,0
2,21001,0,6,0
2,35120,0,6,0
2,18689,0,6,0
2,2432,0,6,0
2,7456,0,6,0
2,3324,0,6,0
2,37405,0,6,0
2,20377,0,6,0
2,37520,0,6,0
2,38691,0,6,0
2,30694,0,6,0
2,31339,0,6,0
2,31886,0,6,0
2,38038,0,6,0
2,37088,0,6,0
2,33393,0,6,0
2,790,0,6,0
2,39365,0,6,0
2,31788,0,6,0
2,10779,0,6,0
2,6702,0,6,0
2,22043,0,6,0
2,35972,0,6,0
2,2134,0,6,0
2,10087,0,6,0
2,11741,0,6,0
2,7053,0,6,0
2,16638,0,6,0
2,33231,0,6,0
2,21829,0,6,0
2,12957,0,6,0
2,2136,0,6,0
2,73,0,6,0
2,5114,0,6,0
2,36876,0,6,0
2,23033,0,6,0
2,24987,0,6,0
2,21521,0,6,0
2,30583,0,6,0
2,28779,0,6,0
2,30243,0,6,0
2,25183,0,6,0
2,239,0,6,0
2,17491,0,6,0
2,29261,0,6,0
2,918,0,6,0
2,9969,0,6,0
2,17729,0,6,0
2,3002,0,6,0
2,31859,0,6,0
2,20583,0,6,0
2,28891,0,6,0
2,32935,0,6,0
2,40262,0,6,0
2,38883,0,6,0
2,40776,0,6,0
2,264,0,6,1
2,265,0,6,0
2,19647,0,6,0
2,34403,0,6,0
2,21855,0,6,0
2,14991,0,6,0
2,5097,0,6,0
2,2798,0,6,0
2,777,0,6,0
2,11077,0,6,0
2,5651,0,6,0
2,9322,0,6,0
2,5630,0,6,0
2,11617,0,6,0
2,934,0,6,0
2,5211,0,6,0
2,33421,0,6,0
2,6337,0,6,0
2,36051,0,6,0
2,31518,0,6,0
2,35512,0,6,0
2,29807,0,6,0
2,37474,0,6,0
2,14659,0,6,0
2,13271,0,6,0
2,19951,0,6,0
2,24273,0,6,0
2,36121,0,6,0
2,29703,0,6,0
2,35936,0,6,0
2,10668,0,6,0
2,19051,0,6,0
2,37360,0,6,0
2,33769,0,6,0
2,2943,0,6,0
2,40010,0,6,0
2,7730,0,6,0
2,22429,0,6,0
2,23479,0,6,0
2,33322,0,6,0
2,10457,0,6,0
2,37224,0,6,0
2,37991,0,6,0
2,18691,0,6,0
2,37281,0,6,0
2,40748,0,6,0
2,19569,0,6,0
2,17745,0,6,0
2,6465,0,6,0
2,30460,0,6,0
2,7411,0,6,0
2,40839,0,6,0
2,3503,0,6,0
2,4760,0,6,0
2,6791,0,6,0
2,7875,0,6,0
2,7712,0,6,0
2,9309,0,6,0
2,12961,0,6,0
2,38031,0,6,0
2,20959,0,6,0
2,6986,0,6,0
2,2868,0,6,0
2,29916,0,6,0
2,32686,0,6,0
2,36903,0,6,0
2,18679,0,6,0
2,35931,0,6,0
2,38000,0,6,0
2,40456,0,6,0
2,38330,0,6,0
2,10460,0,6,0
2,37771,0,6,0
2,3350,0,6,0
2,33191,0,6,0
2,9260,0,6,0
2,31757,0,6,0
2,31758,0,6,0
2,20801,0,6,0
2,4304,0,6,0
2,2403,0,6,0
2,3121,0,6,0
2,4786,0,6,0
2,4195,0,6,0
2,15843,0,6,0
2,18655,0,6,0
2,30831,0,6,0
2,8841,0,6,0
2,14543,0,6,0
2,2841,0,6,0
2,11827,0,6,0
2,36052,0,6,0
2,36689,0,6,0
2,13221,0,6,0
2,22543,0,6,0
2,24911,0,6,0
2,9588,0,6,0
2,10325,0,6,0
2,8111,0,6,0
2,37939,0,6,0
2,11969,0,6,0
2,22901,0,6,0
2,190,0,6,0
2,5172,0,6,0
2,29083,0,6,0
2,7708,0,6,0
2,36862,0,6,0
2,24851,0,6,0
2,9756,0,6,0
2,2188,0,6,0
2,6590,0,6,0
2,1360,0,6,0
2,15565,0,6,0
2,12375,0,6,0
2,5209,0,6,0
2,32405,0,6,0
2,33165,0,6,0
2,39392,0,6,0
2,10110,0,6,0
2,35727,0,6,0
2,39058,0,6,0
2,10419,0,6,0
2,17539,0,6,0
2,19103,0,6,0
2,16189,0,6,0
2,2396,0,6,0
2,38935,0,6,0
2,5959,0,6,0
2,8424,0,6,0
2,17074,0,6,0
2,19,0,6,0
2,30307,0,6,0
2,9181,0,6,0
2,3478,0,6,0
2,39535,0,6,0
2,37233,0,6,0
2,2869,0,6,0
2,30347,0,6,0
2,34577,0,6,0
2,31722,0,6,0
2,38397,0,6,0
2,36849,0,6,0
2,38453,0,6,0
2,11321,0,6,0
2,15689,0,6,0
2,31404,0,6,0
2,11597,0,6,0
2,24175,0,6,0
2,17157,0,6,0
2,32833,0,6,0
2,33768,0,6,0
2,8291,0,6,0
2,12959,0,6,0
2,21751,0,6,0
2,9308,0,6,0
2,28309,0,6,0
2,20849,0,6,0
2,10380,0,6,0
2,11879,0,6,0
2,21097,0,6,0
2,30891,0,6,0
2,31789,0,6,0
2,25923,0,6,0
2,5424,0,6,0
2,37223,0,6,0
2,9638,0,6,0
2,11749,0,6,0
2,9009,0,6,0
2,29803,0,6,0
2,35073,0,6,0
2,31181,0,6,0
2,35247,0,6,0
2,24271,0,6,0
2,8795,0,6,0
2,14127,0,6,0
2,13057,0,6,0
2,22119,0,6,0
2,5682,0,6,0
2,12997,0,6,0
2,33981,0,6,0
2,32423,0,6,0
2,33926,0,6,0
2,37078,0,6,0
2,40080,0,6,0
2,10924,0,6,0
2,12065,0,6,0
2,6633,0,6,0
2,11859,0,6,0
2,4719,0,6,0
2,6704,0,6,0
2,6114,0,6,0
2,30296,0,6,0
2,25345,0,6,0
2,33104,0,6,0
2,36737,0,6,0
2,3918,0,6,0
2,10546,0,6,0
2,36122,0,6,0
2,36885,0,6,0
2,38470,0,6,0
2,38975,0,6,0
2,846,0,6,0
2,4015,0,6,0
2,517,0,6,0
2,16472,0,6,0
2,38866,0,6,0
2,6500,0,6,0
2,10073,0,6,0
2,10920,0,6,0
2,8668,0,6,0
2,9202,0,6,0
2,37450,0,6,0
2,9327,0,6,0
2,3970,0,6,0
2,1559,0,6,0
2,7724,0,6,0
2,34388,0,6,0
2,39478,0,6,0
2,25777,0,6,0
2,35760,0,6,0
2,38524,0,6,0
2,39477,0,6,0
2,23233,0,6,0
2,30363,0,6,0
2,32409,0,6,0
2,30365,0,6,0
2,39480,0,6,0
2,30464,0,6,0
2,29027,0,6,0
2,4127,0,6,0
2,35926,0,6,0
2,35788,0,6,0
2,36949,0,6,0
2,39940,0,6,0
2,32587,0,6,0
2,14379,0,6,0
2,33962,0,6,0
2,2135,0,6,0
2,38141,0,6,0
2,16474,0,6,0
2,30484,0,6,0
2,10863,0,6,0
2,2418,0,6,0
2,6194,0,6,0
2,4502,0,6,0
2,3559,0,6,0
2,22069,0,6,0
2,11757,0,6,0
2,3479,0,6,0
2,34795,0,6,0
2,35790,0,6,0
2,19631,0,6,0
2,38826,0,6,0
2,37430,0,6,0
2,22687,0,6,0
2,9941,0,6,0
2,38032,0,6,0
2,13663,0,6,0
2,28979,0,6,0
2,31380,0,6,0
2,31711,0,6,0
2,13851,0,6,0
2,5667,0,6,0
2,35000,0,6,0
2,3995,0,6,0
2,21363,0,6,0
2,40639,0,6,0
2,4224,0,6,0
2,9778,0,6,0
2,38994,0,6,0
2,32355,0,6,0
2,25157,0,6,0
2,15097,0,6,0
2,11467,0,6,0
2,15537,0,6,0
2,28025,0,6,0
2,35573,0,6,0
2,11465,0,6,0
2,4607,0,6,0
2,11997,0,6,0
2,30898,0,6,0
2,4360,0,6,0
2,10280,0,6,0
2,10798,0,6,0
2,36933,0,6,0
2,7583,0,6,0
2,30385,0,6,0
2,37521,0,6,0
2,38708,0,6,0
2,9968,0,6,0
2,31189,0,6,0
2,7458,0,6,0
2,935,0,6,0
2,10827,0,6,0
2,41094,0,6,0
2,2870,0,6,0
2,1387,0,6,0
2,5324,0,6,0
2,1388,0,6,0
2,1389,0,6,0
2,37779,0,6,0
2,34740,0,6,0
2,34963,0,6,0
2,32615,0,6,0
2,36720,0,6,0
2,40519,0,6,0
2,38831,0,6,0
2,1195,0,6,0
2,36999,0,6,0
3,2593,0,1,0
3,1604,0,1,12
3,14749,0,1,0
3,6114,8,1,7
3,199,9,1,0
3,849,8,1,0
3,33352,10,1,14
3,23283,0,1,4
3,31646,9,2,22
3,32998,8,2,12
3,25397,6,2,12
3,12291,7,2,12
3,1292,8,2,5
3,34881,8,2,12
3,32323,7,2,15
3,22199,7,2,24
3,4744,7,2,12
3,47,9,2,1
3,22729,7,2,12
3,32828,8,2,12
3,22147,8,2,13
3,6547,8,2,13
3,9989,8,2,11
3,11433,9,2,12
3,11111,8,2,12
3,9919,8,2,25
3,33506,8,2,12
3,7647,8,2,13
3,6166,7,2,12
3,4999,6,2,12
3,66,9,2,26
3,7817,7,2,12
3,2251,9,2,13
3,5081,8,2,15
3,7674,8,2,25
3,10030,9,2,25
3,22789,8,2,12
3,10396,8,2,12
3,13535,8,2,13
3,20787,7,2,13
3,889,9,2,12
3,1519,9,2,12
3,32086,8,2,1
3,34618,7,2,12
3,11633,7,2,10
3,31043,7,2,12
3,10719,7,2,12
3,14967,8,2,12
3,38186,7,2,13
3,14345,8,2,12
3,1689,8,2,3
3,5356,7,2,13
3,10578,6,2,12
3,28999,8,2,13
3,14741,8,2,12
3,2167,8,2,23
3,1575,8,2,25
3,2904,8,2,25
3,1,9,2,26
3,20031,7,2,12
3,12549,7,2,12
3,34103,8,2,1
3,32189,8,2,12
3,33028,8,2,11
3,16592,8,2,13
3,11843,8,2,12
3,2025,7,2,25
3,6573,7,2,12
3,15583,7,2,12
3,19163,7,2,10
3,6880,7,2,12
3,28223,7,2,12
3,33988,8,2,12
3,24031,8,2,12
3,9379,7,2,12
3,3702,8,2,12
3,37982,7,2,12
3,6746,8,2,24
3,23199,8,2,12
3,27831,7,2,12
3,226,9,2,13
3,32901,6,2,12
3,28221,6,2,12
3,27821,8,2,1
3,10087,8,2,13
3,11741,9,2,12
3,227,8,2,6
3,31376,7,2,12
3,9367,7,2,12
3,71,7,2,24
3,73,8,2,13
3,4725,7,2,12
3,33731,8,2,12
3,24765,7,2,12
3,25183,7,2,12
3,32071,7,2,1
3,28907,8,2,12
3,23289,8,2,12
3,240,8,2,12
3,2508,8,2,12
3,18465,8,2,13
3,16918,9,2,11
3,19363,9,2,11
3,14811,7,2,12
3,21431,6,2,13
3,17895,10,2,24
3,2494,7,2,12
3,17729,7,2,13
3,29093,8,2,1
3,29095,8,2,10
3,13161,7,2,12
3,11785,7,2,12
3,6574,8,2,12
3,32648,8,2,12
3,15809,8,2,13
3,5150,8,2,12
3,2026,7,2,52
3,10187,8,2,13
3,15225,7,2,12
3,8630,7,2,12
3,5630,8,2,11
3,11617,7,2,12
3,24703,8,2,12
3,15451,8,2,12
3,8074,7,2,12
3,36296,9,2,12
3,33241,7,2,10
3,10079,6,2,12
3,12189,8,2,22
3,7088,7,2,12
3,15059,8,2,14
3,22507,8,2,4
3,185,7,2,26
3,18,8,2,24
3,186,8,2,13
3,187,8,2,1
3,34542,8,2,11
3,37497,9,2,13
3,9041,7,2,12
3,5781,9,2,13
3,36220,8,2,6
3,23121,6,2,13
3,29785,7,2,13
3,13331,7,2,12
3,15735,7,2,1
3,28387,7,2,12
3,14467,8,2,13
3,7054,8,2,26
3,8525,8,2,12
3,10080,8,2,12
3,16009,8,2,12
3,10568,8,2,12
3,3958,8,2,13
3,3503,7,2,12
3,3782,8,2,1
3,3783,8,2,1
3,4280,8,2,1
3,4282,8,2,1
3,5204,7,2,1
3,5205,10,2,1
3,14807,9,2,1
3,6205,6,2,12
3,24439,7,2,12
3,34451,9,2,12
3,3464,7,2,12
3,36407,6,2,12
3,11079,7,2,13
3,3229,7,2,13
3,32281,9,2,1
3,16732,7,2,12
3,22535,8,2,24
3,7593,6,2,12
3,31798,8,2,12
3,33206,8,2,13
3,8876,8,2,2
3,11887,8,2,13
3,31952,7,2,12
3,13367,7,2,12
3,30831,9,2,10
3,32937,8,2,10
3,8841,7,2,12
3,10790,8,2,10
3,15379,7,2,12
3,43,8,2,1
3,32949,8,2,12
3,18153,8,2,12
3,7148,7,2,12
3,13655,7,2,26
3,189,7,2,24
3,3654,8,2,12
3,24455,7,2,13
3,31741,8,2,13
3,10213,7,2,12
3,21863,7,2,12
3,33487,7,2,12
3,10397,7,2,12
3,31845,6,2,12
3,10721,8,2,24
3,10110,7,2,13
3,11761,7,2,12
3,20541,7,2,12
3,2963,7,2,13
3,10620,8,2,26
3,8424,7,2,12
3,15315,8,2,10
3,17074,8,2,26
3,30307,7,2,12
3,31442,7,2,13
3,16067,9,2,26
3,23755,7,2,24
3,5597,7,2,13
3,6712,7,2,13
3,4081,8,2,13
3,10379,8,2,13
3,12467,7,2,13
3,30,8,2,26
3,36038,7,2,10
3,31404,7,2,12
3,31953,8,2,12
3,10165,9,2,26
3,3673,7,2,22
3,18897,8,2,20
3,27787,7,2,12
3,11597,8,2,11
3,19815,8,2,12
3,3467,7,2,12
3,6023,6,2,12
3,20507,8,2,12
3,30503,8,2,13
3,18095,7,2,12
3,6512,7,2,12
3,28819,7,2,12
3,32603,7,2,12
3,6324,6,2,12
3,30276,8,2,12
3,14199,6,2,12
3,25099,7,2,12
3,28297,8,2,24
3,8769,7,2,12
3,19221,8,2,10
3,29803,8,2,13
3,26243,7,2,12
3,8795,8,2,13
3,21473,8,2,1
3,10588,8,2,25
3,31645,7,2,1
3,5682,8,2,26
3,10711,8,2,12
3,6201,6,2,12
3,35240,8,2,12
3,30240,8,2,12
3,13601,9,2,22
3,28617,7,2,12
3,10611,7,2,12
3,30296,7,2,12
3,31240,9,2,25
3,6675,9,2,1
3,30015,8,2,13
3,32951,7,2,12
3,22865,7,2,12
3,2993,7,2,13
3,20709,7,2,12
3,23277,7,2,12
3,30727,8,2,11
3,131,8,2,26
3,32542,8,2,12
3,13759,8,2,24
3,205,9,2,26
3,11499,7,2,12
3,6500,6,2,24
3,37450,9,2,13
3,5909,8,2,12
3,10464,8,2,10
3,8675,8,2,13
3,20847,8,2,13
3,4063,7,2,12
3,38787,7,2,12
3,18119,8,2,13
3,2104,8,2,26
3,38759,7,2,12
3,23273,8,2,22
3,29786,7,2,12
3,25835,8,2,24
3,28171,8,2,24
3,32282,8,2,13
3,35788,9,2,12
3,9863,9,2,77
3,5958,8,2,13
3,8407,8,2,12
3,9253,9,2,24
3,2418,8,2,1
3,18277,7,2,24
3,5681,9,2,1
3,29758,3,2,12
3,32093,8,2,12
3,35790,9,2,25
3,13663,7,2,12
3,28979,7,2,12
3,4654,7,2,24
3,16011,7,2,24
3,14227,9,2,13
3,18139,7,2,21
3,4224,8,2,25
3,26443,6,2,10
3,25157,7,2,12
3,2129,7,2,13
3,28025,8,2,4
3,34902,8,2,12
3,27387,7,2,1
3,2608,8,2,26
3,16742,7,2,12
3,6956,7,2,13
3,10521,7,2,13
3,35968,9,2,11
3,33094,7,2,13
3,14813,8,2,13
3,23847,8,2,13
3,28677,7,2,12
3,35507,8,2,12
3,18677,7,2,12
3,1195,7,2,13
3,14075,8,2,24
3,5300,8,2,13
3,12679,0,4,0
3,14713,0,4,0
3,469,0,4,0
3,17741,0,4,0
3,306,0,6,0
3,101,0,6,0
3,12365,0,6,0
3,57,0,6,0
3,60,0,6,0
3,1818,0,6,0
3,32370,0,6,0
3,31339,0,6,0
3,2924,0,6,0
3,5114,0,6,0
3,245,0,6,0
3,267,0,6,0
3,134,0,6,0
3,4192,0,6,0
3,486,0,6,0
3,330,0,6,0
3,3342,0,6,0
3,32182,0,6,0
3,323,0,6,0
3,877,0,6,0
3,31764,0,6,0
3,1698,0,6,0
3,32729,0,6,0
3,33091,0,6,0
3,209,0,6,0
3,31716,0,6,0
3,38938,8,6,0
3,33286,0,6,0
3,16524,0,6,0
3,25,0,6,0
3,759,0,6,1
4,101,8,2,13
4,656,8,2,2
4,4744,5,2,12
4,3549,8,2,26
4,3359,7,2,13
4,104,8,2,24
4,530,7,2,46
4,68,7,2,23
4,150,9,2,50
4,819,8,2,1
4,1222,8,2,26
4,105,8,2,13
4,1542,8,2,26
4,1689,10,2,3
4,694,5,2,24
4,232,9,2,70
4,371,7,2,1
4,372,9,2,1
4,4975,6,2,12
4,831,7,2,24
4,59,7,2,26
4,1575,10,2,25
4,2904,10,2,25
4,61,7,2,26
4,1535,10,2,37
4,345,8,2,12
4,2035,9,2,12
4,393,5,2,1
4,356,8,2,24
4,120,9,2,26
4,71,8,2,24
4,123,10,2,52
4,380,7,2,3
4,381,7,2,6
4,124,7,2,4
4,4725,7,2,12
4,74,8,2,26
4,127,7,2,24
4,128,5,2,6
4,1571,9,2,25
4,476,7,2,12
4,16,9,2,24
4,1142,9,2,12
4,644,7,2,2
4,4551,9,2,12
4,5630,8,2,11
4,578,7,2,1
4,3731,9,2,25
4,5680,8,2,13
4,145,8,2,26
4,1691,8,2,24
4,6045,10,2,25
4,1579,9,2,25
4,3392,7,2,1
4,146,6,2,12
4,4898,7,2,24
4,690,7,2,26
4,189,7,2,24
4,190,7,2,3
4,191,7,2,1
4,192,7,2,1
4,149,7,2,12
4,435,8,2,20
4,1563,9,2,29
4,273,7,2,12
4,158,6,2,13
4,5030,5,2,12
4,334,8,2,76
4,585,9,2,1
4,7103,7,2,13
4,164,7,2,1
4,2926,8,2,13
4,3655,8,2,26
4,4081,5,2,13
4,1698,8,2,23
4,4477,9,2,11
4,3467,7,2,12
4,6023,7,2,12
4,1029,7,2,1
4,853,9,2,26
4,5530,7,2,25
4,907,7,2,12
4,1601,7,2,22
4,238,7,2,42
4,2369,8,2,24
4,1699,9,2,24
4,957,8,2,39
4,1914,8,2,39
4,561,7,2,25
4,355,5,2,24
4,100,7,2,13
4,3470,8,2,24
4,849,8,2,14
4,182,8,2,26
4,1043,7,2,2
4,1860,8,2,14
4,2683,7,2,12
4,4224,9,2,25
4,2105,7,2,26
4,177,9,2,26
4,969,9,2,26
4,807,7,2,1
4,4938,8,2,2
4,2685,8,2,3
4,178,8,2,26
4,179,6,2,1
4,743,7,2,1
4,3457,9,2,13
4,4752,9,2,13
4,156,7,2,24
4,595,7,2,1
4,155,5,2,1
4,861,8,2,24
4,3091,9,2,13
4,4918,8,2,2
4,1562,8,2,25
4,4548,8,2,12
4,5300,7,2,13
4,103,0,3,0
4,2817,0,3,0
4,2704,7,3,0
4,2787,0,3,3
4,1375,0,3,0
4,136,6,4,0
4,469,6,4,18
4,3196,7,4,0
4,2032,7,4,10
4,392,7,4,0
4,5525,0,6,0
4,477,0,6,0
4,962,0,6,0
4,2563,0,6,0
4,2251,0,6,0
4,1589,0,6,0
4,2167,0,6,0
4,1723,0,6,0
4,4181,0,6,0
4,1482,0,6,0
4,6702,0,6,0
4,5114,0,6,0
4,5835,0,6,0
4,587,0,6,0
4,2026,0,6,0
4,4192,0,6,0
4,5521,0,6,0
4,6372,0,6,0
4,6637,0,6,0
4,7791,0,6,0
4,7054,0,6,0
4,5678,0,6,0
4,1013,0,6,0
4,3615,0,6,0
4,4662,0,6,0
4,6512,0,6,0
4,4021,0,6,0
4,4382,0,6,0
5,530,0,1,0
5,38680,9,1,21
5,36904,9,2,10
5,5112,10,2,12
5,6287,6,2,1
5,8676,5,2,25
5,66,9,2,26
5,36873,7,2,10
5,6645,8,2,12
5,226,10,2,13
5,120,10,2,26
5,33222,7,2,12
5,2890,9,2,1
5,241,9,2,11
5,487,8,2,13
5,37105,8,2,12
5,134,9,2,13
5,256,8,2,1
5,617,5,2,1
5,14713,10,2,13
5,6045,10,2,25
5,9656,9,2,12
5,10460,8,2,13
5,7593,7,2,12
5,1261,7,2,54
5,2034,9,2,24
5,21863,8,2,12
5,2963,10,2,13
5,877,10,2,47
5,7769,8,2,12
5,325,8,2,25
5,30240,6,2,12
5,17777,6,2,12
5,24,10,2,26
5,846,10,2,26
5,3186,10,2,1
5,199,9,2,1
5,79,8,2,24
5,7396,6,2,1
5,513,8,2,1
5,3044,10,2,52
5,1218,7,2,13
5,4224,9,2,25
5,6127,2,2,4
5,32899,9,2,12
5,59,0,3,16
5,5973,0,3,1
5,15043,0,3,1
5,257,0,3,1
5,863,0,3,4
5,11739,0,3,6
5,269,8,4,0
5,934,6,4,12
5,34800,0,6,0
5,37985,0,6,0
5,283,0,6,0
5,9875,0,6,0
5,9989,0,6,0
5,11111,0,6,0
5,21995,0,6,0
5,5168,0,6,0
5,37171,0,6,1
5,6166,0,6,0
5,104,0,6,0
5,6347,0,6,0
5,14751,0,6,0
